id,loc,vg,evg,ivg,n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
443,55,15,1,14,159,957.56,0.05,19.67,48.69,18831.94,0.32,1046.22,55,0,0,19,26,39,100,59,17,FALSE
444,21,6,5,6,109,576.11,0.07,14,41.15,8065.52,0.19,448.08,21,7,0,9,14,25,59,50,11,FALSE
445,76,8,1,4,473,2946.23,0.04,26.51,111.14,78099.28,0.98,4338.85,76,13,0,48,14,61,242,231,15,FALSE
446,29,1,1,1,184,1112.17,0.09,10.79,103.05,12003.03,0.37,666.83,29,2,0,8,13,53,96,88,1,FALSE
447,34,5,1,5,100,542.63,0.08,13.04,41.62,7074.24,0.18,393.01,34,3,0,7,16,27,56,44,7,FALSE
448,16,4,1,3,59,283.63,0.07,13.5,21.01,3829.06,0.09,212.73,16,3,0,0,14,14,32,27,7,FALSE
449,5,2,1,1,19,68.11,0.24,4.2,16.21,286.08,0.02,15.89,5,0,0,0,7,5,13,6,3,FALSE
450,20,10,1,6,113,601.38,0.05,22.09,27.22,13284.98,0.2,738.05,20,0,0,5,18,22,59,54,19,FALSE
451,9,2,1,2,38,158.46,0.14,7.2,22.01,1140.89,0.05,63.38,9,1,0,3,8,10,20,18,3,FALSE
452,10,4,1,1,37,154.29,0.05,22.1,6.98,3409.75,0.05,189.43,10,0,0,5,13,5,20,17,7,FALSE
453,13,2,1,1,75,324.14,0.08,12.33,26.28,3997.78,0.11,222.1,12,1,1,2,8,12,38,37,3,FALSE
454,40,3,1,2,334,2099.32,0.04,28.18,74.49,59167.8,0.7,3287.1,39,8,1,15,21,57,181,153,5,FALSE
455,5,1,1,1,17,62.91,0.24,4.08,15.41,256.87,0.02,14.27,5,9,0,3,7,6,10,7,1,FALSE
456,21,6,5,6,110,585.41,0.07,15,39.03,8781.18,0.2,487.84,21,7,0,9,15,25,60,50,11,FALSE
457,9,1,1,1,62,301.19,0.09,10.56,28.52,3181.37,0.1,176.74,9,1,0,5,13,16,36,26,1,FALSE
458,23,1,1,1,85,394.73,0.35,2.86,137.84,1130.36,0.13,62.8,23,0,0,2,3,22,43,42,1,FALSE
459,12,2,1,1,47,183.62,0.14,7.33,25.04,1346.57,0.06,74.81,11,2,1,3,6,9,25,22,3,FALSE
460,36,5,1,5,115,631.56,0.07,14.07,44.89,8885.44,0.21,493.64,36,3,0,7,16,29,64,51,7,FALSE
461,54,11,1,7,214,1284,0.04,27.6,46.52,35438.4,0.43,1968.8,54,7,0,17,24,40,122,92,15,FALSE
462,6,2,1,2,11,33,0.5,2,16.5,66,0.01,3.67,6,0,0,2,4,4,7,4,3,FALSE
463,152,53,1,43,2134,15811.64,0,270.66,58.42,4279633.01,5.27,237757.4,152,0,0,14,66,104,1281,853,72,FALSE
464,20,7,4,3,127,689.14,0.05,20.52,33.58,14141.06,0.23,785.61,20,0,0,1,18,25,70,57,13,FALSE
465,23,1,1,1,218,1080.01,0.06,17.04,63.37,18407.21,0.36,1022.62,23,7,0,9,8,23,120,98,1,FALSE
466,49,6,3,4,254,1535.28,0.03,31.02,49.49,47629.26,0.51,2646.07,49,30,0,20,23,43,138,116,11,FALSE
467,21,6,5,6,109,576.11,0.07,14,41.15,8065.52,0.19,448.08,21,7,0,9,14,25,59,50,11,FALSE
468,16,2,1,2,73,347.11,0.14,7.37,47.11,2557.63,0.12,142.09,16,0,0,8,8,19,38,35,3,FALSE
469,22,4,1,4,73,365,0.07,14,26.07,5110,0.12,283.89,21,3,1,8,16,16,45,28,5,FALSE
470,42,5,1,5,146,858.87,0.07,14.05,61.13,12066.02,0.29,670.33,37,22,5,16,18,41,82,64,9,FALSE
471,18,1,1,1,123,584.85,0.19,5.3,110.26,3102.25,0.19,172.35,18,5,0,5,4,23,62,61,1,FALSE
472,16,6,1,1,74,325.03,0.06,16.82,19.33,5466.44,0.11,303.69,16,0,0,3,10,11,37,37,11,FALSE
473,4,2,1,2,9,28.53,0.33,3,9.51,85.59,0.01,4.75,4,0,0,0,6,3,6,3,3,FALSE
474,51,12,10,9,272,1644.08,0.03,29.75,55.26,48911.24,0.55,2717.29,50,1,1,5,22,44,153,119,23,FALSE
475,60,13,12,2,213,1287.46,0.03,28.96,44.45,37289.12,0.43,2071.62,56,4,4,30,25,41,118,95,25,FALSE
476,77,12,1,7,393,2532.08,0.02,53.47,47.35,135395.77,0.84,7521.99,71,20,6,21,33,54,218,175,20,FALSE
477,23,6,1,1,141,765.1,0.03,30.07,25.45,23005.27,0.26,1278.07,21,9,2,13,21,22,78,63,11,FALSE
478,18,3,3,2,83,444.68,0.07,13.7,32.47,6090.14,0.15,338.34,18,10,0,8,18,23,48,35,5,FALSE
479,19,5,1,4,58,284.6,0.13,8,35.57,2276.8,0.09,126.49,17,9,2,6,12,18,34,24,9,FALSE
480,27,6,1,5,185,1079.08,0.04,24.5,44.04,26437.57,0.36,1468.75,27,6,0,9,21,36,101,84,11,FALSE
481,12,3,1,3,22,85.95,0.22,4.5,19.1,386.78,0.03,21.49,11,0,1,5,9,6,16,6,4,FALSE
482,30,6,1,3,129,691.12,0.06,16.07,43,11109.18,0.23,617.18,27,5,3,13,14,27,67,62,11,FALSE
483,89,20,12,10,337,2198.44,0.04,23.83,92.24,52396.16,0.73,2910.9,87,35,2,27,23,69,194,143,39,FALSE
484,10,5,1,2,66,320.63,0.04,23.38,13.72,7494.65,0.11,416.37,9,3,1,2,17,12,33,33,9,FALSE
485,6,1,1,1,19,68.11,0.31,3.21,21.19,218.94,0.02,12.16,6,0,0,0,5,7,10,9,1,FALSE
486,50,19,11,12,294,1757.32,0.03,36.22,48.52,63649.28,0.59,3536.07,46,0,4,3,22,41,159,135,37,FALSE
487,11,1,1,1,55,220,0.22,4.5,48.89,990,0.07,55,11,0,0,4,4,12,28,27,1,FALSE
488,11,2,1,2,24,86.04,0.35,2.86,30.11,245.83,0.03,13.66,10,7,1,6,5,7,16,8,3,FALSE
489,5,1,1,1,23,94.01,0.2,5.06,18.57,475.93,0.03,26.44,5,1,0,4,9,8,14,9,1,FALSE
490,122,15,1,2,532,3503.2,0.02,60.25,58.14,211067.8,1.17,11725.99,120,0,2,18,32,64,291,241,17,FALSE
491,39,6,3,4,133,779.11,0.06,15.89,49.03,12381.56,0.26,687.86,39,11,0,8,21,37,77,56,11,FALSE
492,3,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,3,3,0,1,4,3,4,3,1,FALSE
493,27,5,1,3,142,728.36,0.04,22.33,32.61,16266.67,0.24,903.7,27,3,0,12,14,21,75,67,9,FALSE
494,12,3,1,3,22,85.95,0.22,4.5,19.1,386.78,0.03,21.49,9,2,3,5,9,6,16,6,4,FALSE
495,5,1,1,1,25,100,0.14,7.07,14.14,707.14,0.03,39.29,5,0,0,1,9,7,14,11,1,FALSE
496,130,31,23,13,560,3775.22,0.02,42.69,88.43,161178.36,1.26,8954.35,126,60,4,32,27,80,307,253,61,FALSE
497,84,14,9,8,295,1996.61,0.03,30.58,65.3,61049.26,0.67,3391.63,83,16,1,17,37,72,176,119,24,FALSE
498,42,2,1,2,471,2867.19,0.04,28.52,100.54,81768.15,0.96,4542.68,42,2,0,3,14,54,251,220,3,FALSE
499,24,6,4,4,111,569.35,0.05,19.5,29.2,11102.33,0.19,616.8,24,3,0,4,15,20,59,52,11,FALSE
500,4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,4,0,0,0,5,2,5,2,1,FALSE
501,12,7,1,4,84,423.73,0.09,10.86,39.03,4600.49,0.14,255.58,12,0,0,0,12,21,46,38,13,FALSE
502,17,3,1,3,63,315,0.1,9.72,32.4,3062.5,0.11,170.14,17,0,0,9,14,18,38,25,5,FALSE
503,118,21,14,10,440,2942.06,0.04,22.73,129.41,66879.33,0.98,3715.52,101,38,17,29,19,84,239,201,41,FALSE
504,9,2,1,2,18,59.79,0.33,3,19.93,179.38,0.02,9.97,8,5,1,6,5,5,12,6,3,FALSE
505,39,6,3,4,133,779.11,0.06,15.89,49.03,12381.56,0.26,687.86,39,11,0,8,21,37,77,56,11,FALSE
506,5,1,1,1,17,62.91,0.24,4.08,15.41,256.87,0.02,14.27,5,9,0,3,7,6,10,7,1,FALSE
507,69,11,1,7,270,1785.97,0.04,22.5,79.38,40184.36,0.6,2232.46,60,8,9,31,30,68,168,102,18,FALSE
508,67,11,5,4,284,1774.41,0.04,28.21,62.91,50051.79,0.59,2780.66,64,33,3,13,23,53,154,130,21,FALSE
509,5,1,1,1,21,84,0.22,4.5,18.67,378,0.03,21,5,2,0,2,8,8,12,9,1,FALSE
510,4,2,1,1,14,48.43,0.16,6.13,7.91,296.65,0.02,16.48,4,0,0,0,7,4,7,7,3,FALSE
511,28,4,1,2,108,519.19,0.05,19.13,27.15,9929.59,0.17,551.64,26,7,2,6,12,16,57,51,7,FALSE
512,3,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,1,FALSE
513,6,2,1,2,17,64.73,0.21,4.67,13.87,302.05,0.02,16.78,5,3,1,2,8,6,10,7,3,FALSE
514,34,6,6,6,176,1026.58,0.06,17,60.39,17452.01,0.34,969.56,34,5,0,19,19,38,108,68,11,FALSE
515,63,20,13,2,375,2363.92,0.02,43.1,54.85,101875.76,0.79,5659.76,60,26,3,31,27,52,209,166,39,FALSE
516,22,4,1,2,103,555.41,0.05,20.91,26.56,11613.09,0.19,645.17,21,11,1,9,20,22,57,46,7,FALSE
517,11,2,1,1,63,312.11,0.06,16.39,19.04,5116.45,0.1,284.25,11,7,0,4,17,14,36,27,3,FALSE
518,49,6,3,4,254,1535.28,0.03,31.02,49.49,47629.26,0.51,2646.07,49,30,0,20,23,43,138,116,11,FALSE
519,8,2,1,2,32,130.8,0.15,6.67,19.62,871.99,0.04,48.44,8,1,0,2,8,9,17,15,3,FALSE
520,13,3,1,1,84,416.15,0.05,18.67,22.29,7768.18,0.14,431.57,13,0,0,2,16,15,49,35,5,FALSE
521,20,2,1,2,51,245.18,0.13,7.44,32.95,1824.39,0.08,101.36,20,0,0,2,11,17,28,23,3,FALSE
522,12,2,1,2,46,184,0.09,11,16.73,2024,0.06,112.44,12,0,0,0,8,8,24,22,3,FALSE
523,4,2,1,2,25,102.19,0.12,8.4,12.17,858.37,0.03,47.69,4,0,0,0,12,5,18,7,3,FALSE
524,5,2,1,2,17,64.73,0.21,4.67,13.87,302.05,0.02,16.78,4,0,1,1,8,6,10,7,3,FALSE
525,29,9,9,5,136,723.78,0.07,15.35,47.16,11107.27,0.24,617.07,29,2,0,15,14,26,79,57,17,FALSE
526,76,21,3,2,331,2121.51,0.03,30.42,69.75,64529.21,0.71,3584.96,73,35,3,122,25,60,185,146,41,FALSE
527,45,11,8,3,203,1227.01,0.04,27.74,44.23,34042.1,0.41,1891.23,43,20,2,24,25,41,112,91,21,FALSE
528,18,3,3,2,83,444.68,0.07,13.7,32.47,6090.14,0.15,338.34,18,10,0,8,18,23,48,35,5,FALSE
529,12,1,1,1,61,249.34,0.22,4.62,54.02,1150.78,0.08,63.93,12,0,0,5,4,13,31,30,1,FALSE
530,28,7,3,2,177,948.29,0.02,41.68,22.75,39528.58,0.32,2196.03,26,9,2,8,22,19,105,72,13,FALSE
531,20,2,1,2,53,254.79,0.13,7.76,32.81,1978.37,0.08,109.91,20,0,0,2,11,17,29,24,3,FALSE
532,22,1,1,1,144,786.16,0.06,16,49.13,12578.53,0.26,698.81,22,22,0,11,16,28,88,56,1,FALSE
533,8,2,1,2,25,95.18,0.18,5.5,17.31,523.51,0.03,29.08,7,0,1,1,7,7,14,11,3,FALSE
534,12,2,1,1,31,114.71,0.17,6,19.12,688.28,0.04,38.24,11,0,1,1,6,7,17,14,3,FALSE
535,4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,4,0,0,0,5,2,5,2,1,FALSE
536,46,14,7,11,221,1315.88,0.02,42.62,30.87,56084.29,0.44,3115.79,45,1,1,13,29,33,124,97,26,FALSE
537,17,3,1,3,73,374.44,0.08,12.63,29.64,4729.74,0.12,262.76,17,0,0,10,16,19,43,30,5,FALSE
538,76,16,3,4,466,2994.64,0.02,44.63,67.09,133660.73,1,7425.6,73,22,3,41,26,60,260,206,31,FALSE
539,11,5,5,3,42,189.99,0.1,9.75,19.49,1852.4,0.06,102.91,10,3,1,6,13,10,27,15,9,FALSE
540,5,1,1,1,22,69.74,0.18,5.63,12.4,392.28,0.02,21.79,5,0,0,2,5,4,13,9,1,FALSE
541,22,3,3,2,107,591.02,0.07,14.79,39.97,8738.67,0.2,485.48,22,14,0,12,18,28,61,46,5,FALSE
542,39,6,3,4,133,779.11,0.06,15.89,49.03,12381.56,0.26,687.86,39,11,0,8,21,37,77,56,11,FALSE
543,29,9,9,5,136,723.78,0.07,15.35,47.16,11107.27,0.24,617.07,29,0,0,14,14,26,79,57,17,FALSE
544,14,2,1,1,50,226.18,0.1,10.08,22.43,2280.63,0.08,126.7,14,1,0,7,11,12,28,22,3,FALSE
545,14,3,3,2,39,181.11,0.12,8.67,20.9,1569.62,0.06,87.2,14,0,0,3,13,12,23,16,5,FALSE
546,14,1,1,1,81,393.5,0.1,10.24,38.45,4027.55,0.13,223.75,14,13,0,4,12,17,52,29,1,FALSE
547,20,3,1,2,91,450.83,0.07,13.89,32.45,6264.19,0.15,348.01,19,0,1,0,12,19,47,44,5,FALSE
548,20,3,1,1,88,366.95,0.07,13.36,27.46,4903.83,0.12,272.44,17,0,3,7,7,11,46,42,5,FALSE
549,33,9,4,5,223,1338,0.03,39.36,34,52659.86,0.45,2925.55,28,1,5,1,29,35,128,95,15,FALSE
550,20,1,1,1,89,408.06,0.19,5.33,,,,,,,,,,,,,,
